Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Post Body,Post Summary,Main Image,Thumbnail image,Featured?,Color,Pubdate,Creator/  text,Guid/  text,Post date/  text,Post type/  text,Images
"Congrats, Graduates! June Magazine Grad Edition Now Available",congrats-graduates-june-magazine-grad-edition-now-available,632ff0c7692e3128504d4e21,64768701c242952cb1c7146f,Tue May 30 2023 23:30:09 GMT+0000 (Coordinated Universal Time),Mon Jun 26 2023 18:49:55 GMT+0000 (Coordinated Universal Time),Mon Jun 26 2023 18:49:55 GMT+0000 (Coordinated Universal Time),"<p id="""">This month, we’re highlighting our <strong id="""">2023 Graduates</strong>, along with our Core Value ""<strong id="""">Act with Integrity&nbsp;– we do the right thing always""&nbsp;</strong>in our June magazine. <strong id=""""><br><br>‍</strong>Inside you'll find a pictorial spread on pages 10-14 honoring our Sunday School, High School, and College graduates with a message of congratulations from GOYA advisor, Jonathan Akkawi. There's also a great article about integrity at the heart of Jesus' teaching in the Sermon on the Mount on page 20, and an update on the Building the Body of Christ project from Steering Committee Chair George Psefteas (pages 5-7). Happy reading!</p><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:862px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""862px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/647686c0b92633ee2614afcb_COVER%20ONLY%20June%202023.png"" loading=""lazy""></div><figcaption><a href=""https://online.fliphtml5.com/pasmt/unjb/#p=1"">June 2023</a></figcaption></figure>","This month, we’re highlighting our 2023 Graduates, along with our Core Value ""Act with Integrity – we do the right thing always"" in our June magazine. ",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/647686e9c242952cb1c71341_IMG_2450.jpeg,false,,Tue May 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Tue May 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Connected in Christ,connected-in-christ-sept-monthly-magazine,632ff0c7692e3128504d4e21,632ff0c7692e3124994d5419,Thu Sep 01 2022 18:35:14 GMT+0000 (Coordinated Universal Time),Fri Sep 02 2022 23:59:23 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),"<p id="""">The<strong id=""""> </strong><a href=""https://online.fliphtml5.com/pasmt/iqcv/"" id=""""><strong id="""">September Monthly Magazine</strong></a><strong id=""""> </strong>is now available for viewing. This month, we begin the Ecclesiastical year <strong id="""">Connected in Christ</strong>. Inside, you’ll find a recap of our 50th Anniversary Greek Festival and several “must attend” events, including our <strong id="""">Grow in Christ Open House </strong>on September 11. Be sure to invite your friends and family to join us for this year’s teaching Liturgy and Ministries Expo! </p>",Resurrection Magazine - this month we begin the Ecclesiastical year Connected in Christ.,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/631298daefbe087a0a5c04ef_6310fb2e9b444a4959112c8e_Cover%2520ONLY%2520Sept%25202022.png,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/631298daefbe084d825c0477_6310fb2018d0fa33fee8c10b_NEW%2520Magazine%2520Banner%25202022.png,false,#008cbf,Thu Sep 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Thu Sep 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
December Monthly Magazine - Holiday Edition,december-monthly-magazine,632ff0c7692e3128504d4e21,63890da3265f6ea8f4c95f74,Thu Dec 01 2022 20:25:07 GMT+0000 (Coordinated Universal Time),Thu Dec 08 2022 00:00:55 GMT+0000 (Coordinated Universal Time),Thu Dec 08 2022 00:00:55 GMT+0000 (Coordinated Universal Time),"<p id="""">As we prepare for the Nativity of our Lord and Savior Jesus Christ, let us shout it from the housetops – Christ is Born! Glorify Him! <br><br><a href=""https://www.dropbox.com/s/evcqebea4bhjn31/FINAL%20Monthly%20Magazine%20-%20December%202022.pdf?dl=0"">This month’s holiday edition</a> is a bit bittersweet. Inside, you’ll find a touching farewell message written from the heart from our beloved youth director, Anna Teodosiadis. Join us in wishing her Godspeed and best wishes as she continues her career journey serving Christ. You’ll also find our latest “Meet the Ministry Leader” interview with Dora Beig, several articles in the spirit of the Christmas season, and even a recipe for making your own Koliva! <br><br><strong id="""">IMPORTANT: New Year’s Eve Cocktail Party tickets are now on sale - </strong>be sure to <a href=""https://resurrection-goc.square.site/"" id="""">order your tickets online before we sell out</a>! Only 275 tickets are available for ringing in the New Year with your Resurrection family.</p>",Shout it from the housetops – Christ is Born! Glorify Him! ,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63890c36265f6e6229c81755_Dec%202022%20Mag%20COVER%20ONLY.png,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63890c3bcf79f1b4ee278ecc_Dec%202022%20Mag%20Banner.png,true,,Thu Dec 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Thu Dec 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
"Family Weekend - August 5-6, 2022",family-weekend-august-5-6-2022,632ff0c7692e3128504d4e21,632ff0c7692e3122c24d5417,Sun Jul 31 2022 22:07:55 GMT+0000 (Coordinated Universal Time),Mon Aug 01 2022 14:24:42 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1237px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1237px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62e7e2238179592f65c319cb_fam-weekend-main.webp"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure>",Everyone is invited to celebrate Paraklesis on Friday evening (potluck to follow) and participate in Kickball after Liturgy on Saturday!,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62e7e1c87374df29f1487b76_family-weekend.webp,true,,Sun Jul 31 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Anna Teodosiadis,,Sun Jul 31 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
February Monthly Magazine is All About LOVE! ,february-monthly-magazine-is-all-about-love,632ff0c7692e3128504d4e21,63d9decaf7cfe78f9cb6e751,Wed Feb 01 2023 03:38:50 GMT+0000 (Coordinated Universal Time),Wed Feb 01 2023 03:43:58 GMT+0000 (Coordinated Universal Time),Wed Feb 01 2023 03:43:58 GMT+0000 (Coordinated Universal Time),"<p id=""""><br></p><p id="""">This month, we’re highlighting our Core Value of<strong id=""""> “Love is Always the Answer - We love each other as Christ loves the Church (Sacrificial Love).</strong></p><p id="""">Inside you'll find an article on <em id="""">""</em><strong id=""""><em id="""">How we should conduct ourselves (love)&nbsp;with other people""</em> </strong>from the book <a href=""https://www.amazon.com/Live-Holy-Life-Gregory-Postnikov/dp/0884650898/ref=sr_1_1?crid=S17EP3ZXR42L&keywords=how+to+live+a+holy+life&qid=1674691260&sprefix=how+to+live+a+holy+life%2Caps%2C183&sr=8-1&asin=B00H122WCY&revisionId=c2e35429&format=1&depth=1"" id="""">How to Live a Holy Life</a> by Metropolitan Gregory of St. Petersburg, along with a story which originated from a quote by Mother Teresa of Calcutta on what it means to ""<strong id="""">Love Until it Hurts</strong>"" by Father Luke Veronis. Plus, all the ways you can <strong id="""">Show Us the LOVE</strong>&nbsp;at Resurrection this month - from the Kids 'n' Cancer Bake Sale and Go Red for Women's Health on February 12 to next month's Stewardship Appreciation Luncheon where our newly elected Parish Council will shower YOU&nbsp;with LOVE!&nbsp;<br><br>And, if you want to learn more after reading <em id="""">How to Conduct Ourselves with Other People</em>, be sure to check out <a href=""https://youtu.be/hIKqwjtCn7s"" id="""">Deacon Justin's video</a> on the subject on his ""<a href=""https://youtube.com/playlist?list=PLirpGl-jvg7ib5nsEqUJaOWeMtmEmvyM4"" id="""">How To Live a Holy Life"" YouTube Playlist</a>!&nbsp;</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1004px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1004px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63d9d982acf1333377eadd4c_February%20COVER%20ONLY.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div><figcaption id=""""><a href=""https://www.dropbox.com/s/ja246e9eurwgbvj/FINAL%20Monthly%20Magazine%20-%20February%202023.pdf?dl=0"">February 2023</a></figcaption></figure>","This month, we’re highlighting our Core Value of “Love is Always the Answer - We love each other as Christ loves the Church (Sacrificial Love).",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63d9dffa5abdfca26adb2791_Magazine%20BANNER.png,true,,Tue Jan 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Tue Jan 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
"Feeding the 5,000 Holiday Food Drive",feeding-the-5-000-holiday-food-drive,632ff0c7692e3128504d4e21,6387f84c8c6c8891466aa900,Thu Dec 01 2022 00:41:48 GMT+0000 (Coordinated Universal Time),Thu Dec 01 2022 00:43:00 GMT+0000 (Coordinated Universal Time),Thu Dec 01 2022 01:03:47 GMT+0000 (Coordinated Universal Time),"<p id=""""><strong id="""">Holiday Food Donations &amp; Distribution</strong><br><strong id="""">Saturday, December 10, 2022</strong></p><p id="""">Help us feed those in need in our community by donating a bag of non-perishable foods and/or fresh produce from your yard this holiday season. <br>The Food Pantry will be closed on Christmas day, so please join us in making our December 10th distribution extra special! <br>Collection bins are available in the foyer of the Large Hall for your convenience.</p><p id="""">‍</p>",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6387ee4b004329ec6b55b849_Food%20Pantry%20Holiday%20Drive%20Digi%20Sign.png,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6387ee4b004329ec6b55b849_Food%20Pantry%20Holiday%20Drive%20Digi%20Sign.png,true,,Wed Nov 30 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Fr. Niko Bekris,,Wed Nov 30 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
FOCUS,focus,632ff0c7692e3128504d4e21,632ff0c7692e311a6f4d5411,Sat Jul 02 2022 03:41:44 GMT+0000 (Coordinated Universal Time),Fri Jul 29 2022 14:08:04 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),"<p id="""">Join us in sponsoring backpacks with needed back-to-school supplies for home-insecure children!<br><br>As an expression of Christ's Love, FOCUS&nbsp;exists to serve the poor by bringing together Orthodox Christian churches and community partners to provide Food, Occupation, Clothing, Understanding, and Shelter (FOCUS)&nbsp;and other assistance to address the needs of local communities.</p><p>‍</p>",Join us in sponsoring backpacks with needed back-to-school supplies for home-insecure children!,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62e3e9b8835d5b2bb7cbc1be_focus-main.webp,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62e3e9c003d7c3134f851571_focus-thumb.webp,false,#ffbd5b,Fri Jul 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Deacon Justin Bosl,,Fri Jul 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Fr. Niko's Monthly Message - July 2023,fr-nikos-monthly-message-june-2023,632ff0c7692e3128504d4e21,647e76d5ac9c7d152fdd6ec0,Mon Jun 05 2023 23:59:17 GMT+0000 (Coordinated Universal Time),Mon Jun 26 2023 19:07:19 GMT+0000 (Coordinated Universal Time),Mon Jun 26 2023 19:07:19 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center"" data-rt-max-width=""""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6499e0dd4274e94aec760bb5_Luke%2013%20SMALL.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure><p id="""">‍<em id="""">""How often I wanted to gather your children together, as a hen gathers her brood under her wings…” &nbsp;- Luke 13:34 &nbsp; &nbsp; </em></p><p id=""""><br>Beloved brothers and sisters in the Lord,<br>‍<br>The past few summers, my family and I have enjoyed vacationing in the Pacific Northwest, where we spend time with family and loved ones. Our children enjoy being with their grandparents, cousins, and friends, sharing a meal and stories around the table, as we all catch up to see where everyone is in their lives. Many of us take similar trips when we’re able, or welcome family and friends to our homes when they are vacationing themselves, as summer is a time for gatherings and reunions. Visiting beautiful areas is nice, and visiting such places and those near and dear to us makes it an even more enjoyable experience. In the same way in which we enjoy such gatherings, the Lord has expressed His great desire to be with us as well. The Lord says to Jeremiah (32:38-39), <br></p><h4 id="""">“Behold, I will gather them out of all countries… I will bring them back to this place, and I will cause them to dwell safely. They shall be My people, and I will be their God.” <em id=""""><br></em></h4><p id="""">God expressed this longing when Israel His people were in exile, and yet everything in the Scriptures is essentially connected to this theme: the Lord gathering His people back to Himself. Jesus expresses this to the Pharisees when he compares God to a mother hen who desires to gather her chicks under her wings! In a very real and vivid way, God delights when we, as His children, visit Him, both in our prayer life and in attending church at our home parish. &nbsp;</p><p id="""">How awesome is His love for mankind, for all of us! Let us always remember that, like any loving parent, the Lord desires to have us dwelling safely in their home, and we can come to church with full assurance of this promise. &nbsp;<br><br>With love in Christ,<br><br></p><p id="""">Father Nikolaos Bekris</p><p id=""""><em id="""">Proistamenos</em></p>","Like any loving parent, the Lord desires to have us dwelling safely in their home, and we can come to church with full assurance of this promise. ",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6499e17cf417b8e780c00249_BELONG.png,false,,Mon Jun 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Fr. Nikolaos Bekris,,Mon Jun 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Godparent's Sunday - October 23,godparents-sunday-october-23,632ff0c7692e3128504d4e21,6338f609c2ddb08e795f1d6c,Sun Oct 02 2022 02:23:05 GMT+0000 (Coordinated Universal Time),Thu Dec 01 2022 01:04:53 GMT+0000 (Coordinated Universal Time),Thu Dec 01 2022 01:04:53 GMT+0000 (Coordinated Universal Time),"<p id="""">October 23rd has been set aside as a special Sunday for Godparents and their Godchildren to attend Divine Liturgy and partake of Holy Communion together. A gyro lunch will be served immediately following church services. Tickets will be sold at the door - Adults $12, Children 6-12 $6, 5 and under are Free!&nbsp;</p>",Kids: Invite your Godparents to participate in the Divine Liturgy and receive Holy Communion together as a family!,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6338f5db1777303da6dac40e_Godparents%20Sunday%202022%20v2.png,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6338f5ce5b2ce366c3f268e9_Christ%20Baptism.jpg,false,,Sat Oct 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Anna Teodosiadis,,Sat Oct 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Good Friday Youth Retreat and Vigil,good-friday-youth-retreat-and-vigil,632ff0c7692e3128504d4e21,642ca14525bb6655aef7fae6,Tue Apr 04 2023 22:14:29 GMT+0000 (Coordinated Universal Time),Sat Apr 15 2023 17:12:50 GMT+0000 (Coordinated Universal Time),Sat Apr 15 2023 17:12:50 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1280px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1280px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/642ca0dda1affd45dbddc868_Good%20Friday%20Retreat%202023.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1280px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1280px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/642ca0e851616f324183664b_2023%20Good%20Friday%20Vigil.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure>",,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/642ca119711f66811f9ed597_Slide1.PNG,false,,Tue Apr 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Heba Khoury,,Tue Apr 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Greek Festival 2023,greek-festival-2023-planning-is-underway,632ff0c7692e3128504d4e21,644ee8367e58701f9fb37449,Sun Apr 30 2023 22:14:14 GMT+0000 (Coordinated Universal Time),Sun Apr 30 2023 22:20:29 GMT+0000 (Coordinated Universal Time),Sun Apr 30 2023 22:20:29 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1280px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1280px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/644ee5e3c38131089a23df29_2023%20Greek%20Festival%20Social%20Image.png"" loading=""lazy""></div></figure><p id="""">Planning is underway for the 51st Greek Festival! More details will be announced in the coming weeks, but all those interested are asked to save the dates of August 19-21, 2023 for a weekend filled with mouthwatering Greek delicacies, live Greek music and dance, church tours, shopping, and lots of kefi (joy)! </p><p id="""">Can we get an OPA????</p><p>‍</p>",Planning is underway for the 51st Greek Festival! Can we get an OPA?!,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/644ee81f03a3d7ea59714be5_CORRECTED%20Festival%20Logo.png,false,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Greek Festival Baking Schedule,greek-festival-baking-schedule,632ff0c7692e3128504d4e21,632ff0c7692e31911f4d540d,Sat Jul 02 2022 03:38:57 GMT+0000 (Coordinated Universal Time),Fri Jul 29 2022 14:25:34 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),"<p id="""">Pull out your favorite apron and join us in July &amp; August to bake all of the Greek delicacies people crave – No Experience Needed!<br><a href=""https://www.resurrectiongoc.com/greekfestival/volunteer""><strong id="""">Click Here to Sign Up</strong></a></p><p id="""">‍</p>","Pull out your favorite apron and join us in July & August to bake all of the Greek delicacies people crave – No Experience Needed!
",https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62cdc1894969a2e100871729_Festival%20Cooking%20Schedule%20%202022%20v2.png,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62e3eddd4d1c98466dfd24b0_gf-banner.webp,true,"hsla(240.31413612565447, 88.02%, 42.55%, 1.00)",Fri Jul 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Nicolette Efstathiou,,Fri Jul 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Gyro Fundraiser - San Ramon Art & Wind Festival,gyro-fundraiser-san-ramon-art-wind-festival,632ff0c7692e3128504d4e21,644ee951e59f98fe53790372,Sun Apr 30 2023 22:18:57 GMT+0000 (Coordinated Universal Time),Sun Apr 30 2023 22:20:51 GMT+0000 (Coordinated Universal Time),Sun Apr 30 2023 22:20:51 GMT+0000 (Coordinated Universal Time),"<p id="""">Can't wait until the Greek Festival in August to enjoy a Gyro?&nbsp;Come see us on May 28&amp;29!</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1280px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1280px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/644ee8da946b85201382644f_Art%20and%20Wind%20Digi%20Sign.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure>",Can't wait until the Greek Festival in August to enjoy a Gyro? Come see us on May 28&29!,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/644ee93d946b85104682703e_San-Ramon-Art-Wind-Festival-1.png,false,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Rita Revill,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
"""Her Children Call Her Blessed"" - Mother's Day Luncheon",her-children-call-her-blessed-mothers-day-luncheon,632ff0c7692e3128504d4e21,644ee3c3f0a2901891090af5,Sun Apr 30 2023 21:55:15 GMT+0000 (Coordinated Universal Time),Sun Apr 30 2023 21:55:15 GMT+0000 (Coordinated Universal Time),Sun Apr 30 2023 21:55:15 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1500px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1500px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/644ee30f252ce377465332d5_2023%20Moms%20Day%20Lunch%20SMALL.png"" loading=""lazy""></div></figure>","Mother's Day is the day for honoring and appreciating the ones we call Mom, Yiayia, Thea, Nouna, Sister, and friend. Come join us for a lovely luncheon on Sunday, May 14, 2023!",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/644ee2ac409ed0b1d4760f07_Happy_Mothers_Day_Greetings_Bible_Verse.jpg,true,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Matt Jameson,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
The Holy Ordination of the Servant of God Matthew Jouthas,holy-ordination-matthew-jouthas,632ff0c7692e3128504d4e21,63b604337072bb39301bdd7a,Wed Jan 04 2023 22:56:51 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 02:20:57 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 02:20:57 GMT+0000 (Coordinated Universal Time),"<h4><strong id="""">Mark Your Calendar!</strong> View <strong id="""">The Holy Ordination of Matthew Jouthas<br>You can watch the ordination(s) live on the </strong><a href=""https://www.facebook.com/StNicholasNorthridge""><strong>St. Nicholas Greek Orthodox Church Northridge Facebook page</strong></a><strong> and </strong><a href=""https://www.youtube.com/@st.nicholasnorthridge5607""><strong>YouTube channel</strong></a></h4><h3><strong>Axios!</strong></h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1429px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1429px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63b60394b26e4f3256e92055_M%20Jouthas.jpg"" loading=""lazy""></div></figure>","Please join us in prayer as Matthew Jouthas is ordained on February 11 & 12, 2023.",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63b60413e5f905d1f12cb263_Picture10.jpg,false,,Wed Feb 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Wed Feb 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Holy Week Services Schedule,holy-week-services-schedule,632ff0c7692e3128504d4e21,642ca1a5bac9795c3d329740,Tue Apr 04 2023 22:16:05 GMT+0000 (Coordinated Universal Time),Wed Apr 05 2023 19:53:48 GMT+0000 (Coordinated Universal Time),Wed Apr 05 2023 19:53:48 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1280px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1280px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/642dd1c7eb8dc270ea1cde79_Holy%20Week%20Services%202023%20v2.png"" loading=""lazy""></div></figure><p id=""""><strong id="""">Palm Sunday, April 9</strong>‍</p><p id="""">Orthros 8:45 a.m.</p><p id="""">Divine Liturgy 10:00 a.m.</p><p id="""">Bridegroom Service 7:00 p.m.<br><br><strong id="""">Holy Monday, April 10</strong>‍</p><p id="""">Bridegroom Service 7:00 p.m.<br><br><strong id="""">Holy Tuesday, April 11</strong></p><p id="""">Bridegroom Service 7:00 p.m.<br>‍<br></p><p id=""""><strong id="""">Holy Wednesday, April 12</strong></p><p id="""">Presanctified Liturgy 9:00 a.m.</p><p id="""">Holy Unction 7:00 p.m.<br>‍<br></p><p id=""""><strong id="""">Holy Thursday, April 13</strong></p><p id="""">The Last Supper 9:00 a.m.</p><p id="""">12 Gospels 7:00 p.m.<br><br><strong id="""">Holy Friday, April 14</strong></p><p id="""">Royal Hours 8:00 a.m.</p><p id="""">Taking Down Cross 3:00 p.m.</p><p id="""">Lamentations 7:00 p.m.<br>‍<br></p><p id=""""><strong id="""">Holy Saturday, April 15</strong></p><p id="""">Divine Liturgy 9:00 a.m.</p><p id="""">Resurrection<strong id=""""> </strong>11:00 p.m.</p><p id=""""><strong id=""""><br>Holy Pascha, April 16</strong></p><p id="""">Agape Vespers 11:00 a.m.<br></p><p id="""">&nbsp;</p><p id="""">‍</p>",,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/642ca1894ab92d986d2088be_Christ%20is_risen_21.jpg,true,,Tue Apr 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Tue Apr 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Honoring Parish Council Past President Rajai Akkawi,honoring-parish-council-past-president-rajai-akkawi,632ff0c7692e3128504d4e21,63db3d5c71798366ed38870f,Thu Feb 02 2023 04:34:35 GMT+0000 (Coordinated Universal Time),Tue Feb 28 2023 02:38:02 GMT+0000 (Coordinated Universal Time),Tue Feb 28 2023 02:38:02 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:2000px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""2000px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63db3d07690b3ca9ac86bb81_Comedy%20Roast%20Mock-Up_Rev3%20(002).png"" loading=""lazy""></div></figure>",Join us for a Comedy Roast Luncheon with Roastmaster Jonathan Akkawi!,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63db3d3dc4edc99514c7978d_Comedy%20Roast%20Mock-Up_Rev2%20(002).png,false,,Wed Feb 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Matthew Jameson,,Wed Feb 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
